"","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LotConfig","Neighborhood","Condition1","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","Exterior1st","MasVnrType","MasVnrArea","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","log.sale.price","log.SalePrice"
"598","120","RL",53,3922,"None","Reg","Inside","Other","Norm","1Story",7,5,2006,"Gable","VinylSd","BrkFace",72,"Ex","Av","Unf",0,1258,1402,0,0,1402,0,2,0,2,2,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA",120,16,0,0,0,0,0,2,2007,"New","Partial",194201,12.1766489841567,12.1766489841567
"599","20","RL",80,12984,"None","Reg","Inside","Crawfor","Norm","1Story",5,6,1977,"Gable","Plywood","BrkFace",459,"Gd","Mn","ALQ",1283,0,1647,0,0,1647,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",0,0,0,0,0,0,0,3,2006,"WD","Normal",217500,12.2899541295109,12.2899541295109
"600","160","RM",24,1950,"None","Reg","Inside","Other","Norm","2Story",6,6,1980,"Gable","MetalSd","None",0,"Gd","No","LwQ",81,23,716,840,0,1556,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",161,0,0,0,0,0,0,7,2008,"COD","Normal",151000,11.9250351157971,11.9250351157971
"601","60","RL",74,10927,"None","Reg","Inside","NridgHt","Norm","2Story",8,5,2005,"Gable","VinylSd","BrkFace",280,"Gd","Av","GLQ",546,512,1058,846,0,1904,1,0,2,1,3,1,"Other",8,"Typ",1,"Gd","BuiltIn","Fin",2,"TA","TA",179,60,0,0,0,0,0,6,2006,"WD","Normal",275000,12.5245263766487,12.5245263766487
"602","50","RM",50,9000,"None","Reg","Inside","IDOTRR","Norm","1.5Fin",6,6,1937,"Gable","Wd Sdng","None",0,"TA","No","Unf",0,780,780,595,0,1375,0,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd","Unf",1,"TA","TA",0,162,0,0,126,0,0,12,2007,"WD","Normal",141000,11.8565151693603,11.8565151693603
"603","60","RL",80,10041,"None","IR1","Inside","SawyerW","Norm","2Story",8,5,1992,"Gable","HdBoard","None",0,"Gd","Mn","GLQ",789,119,927,988,0,1915,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",120,150,0,0,0,0,0,2,2006,"WD","Abnorml",220000,12.3013828253345,12.3013828253345
"604","160","Other",30,3182,"Pave","Reg","Inside","Somerst","Norm","2Story",7,5,2004,"Gable","MetalSd","None",0,"Gd","No","Unf",0,600,600,600,0,1200,0,0,2,1,2,1,"Gd",4,"Typ",0,"None","Detchd","RFn",2,"TA","TA",0,172,0,0,0,0,0,6,2010,"WD","Normal",151000,11.9250351157971,11.9250351157971
"605","20","RL",88,12803,"None","IR1","Inside","CollgCr","Norm","1Story",7,5,2002,"Gable","VinylSd","BrkFace",99,"Gd","Mn","GLQ",922,572,1494,0,0,1494,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",192,36,0,0,0,0,0,9,2008,"WD","Normal",221000,12.3059179804999,12.3059179804999
"606","60","RL",85,13600,"None","Reg","Inside","NAmes","Norm","2Story",7,6,1965,"Gable","HdBoard","BrkFace",176,"TA","No","BLQ",454,314,1186,800,0,1986,0,0,2,1,3,1,"TA",7,"Typ",3,"Fa","Attchd","Unf",2,"TA","TA",0,42,0,0,189,0,0,10,2009,"WD","Normal",205000,12.2307652581205,12.2307652581205
"607","20","RL",82,12464,"None","IR2","Corner","CollgCr","Norm","1Story",5,5,1996,"Gable","VinylSd","None",0,"Gd","No","GLQ",732,308,1040,0,0,1040,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA",168,0,0,0,0,0,0,11,2009,"WD","Normal",152000,11.9316357998284,11.9316357998284
"608","20","RL",78,7800,"None","Reg","Inside","Edwards","Norm","2Story",5,8,1948,"Gable","MetalSd","None",0,"TA","No","GLQ",603,293,1112,896,0,2008,1,0,3,0,3,1,"Other",8,"Typ",0,"None","Attchd","Unf",1,"TA","TA",103,0,0,0,0,0,0,8,2006,"WD","Normal",225000,12.3238556811866,12.3238556811866
"609","70","RL",78,12168,"None","Reg","Inside","Crawfor","Norm","2Story",8,6,1934,"Gable","BrkFace","None",0,"Gd","Mn","BLQ",428,537,1940,1254,0,3194,0,0,2,1,4,1,"TA",10,"Typ",2,"Gd","Other","Unf",2,"TA","TA",0,0,0,0,0,0,0,9,2007,"WD","Other",359100,12.7913561802142,12.7913561802142
"610","20","RL",61,7943,"None","Reg","Inside","Sawyer","Feedr","1Story",4,5,1961,"Gable","VinylSd","Other",192,"TA","Mn","Rec",903,126,1029,0,0,1029,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","Unf",1,"TA","TA",64,0,39,0,0,0,0,4,2007,"WD","Normal",118500,11.6826682395573,11.6826682395573
"611","60","RL",70.0499583680267,11050,"None","Reg","Inside","CollgCr","PosN","2Story",9,5,2000,"Hip","VinylSd","BrkFace",204,"Ex","Mn","GLQ",904,536,1476,677,0,2153,1,0,2,1,3,1,"Other",8,"Typ",2,"Other","Attchd","Fin",3,"TA","TA",253,142,0,0,0,0,0,5,2009,"WD","Normal",313000,12.6539584695223,12.6539584695223
"612","80","RL",70.0499583680267,10395,"None","IR1","FR2","NWAmes","Norm","SLvl",6,6,1978,"Gable","HdBoard","BrkFace",233,"Gd","Av","ALQ",605,427,1032,0,0,1032,0,1,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","Unf",2,"TA","TA",0,0,0,0,0,0,500,7,2007,"WD","Normal",148000,11.9049675527463,11.9049675527463
"613","60","RL",70.0499583680267,11885,"None","Reg","Inside","CollgCr","Norm","2Story",8,5,2001,"Gable","VinylSd","BrkFace",108,"Gd","Av","GLQ",990,309,1299,573,0,1872,1,0,2,1,3,1,"Other",7,"Typ",1,"TA","BuiltIn","RFn",2,"TA","TA",160,122,0,0,0,0,0,11,2009,"WD","Normal",261500,12.4741895624871,12.4741895624871
"614","20","RL",70,8402,"None","Reg","Inside","Mitchel","Feedr","1Story",5,5,2007,"Gable","VinylSd","None",0,"Gd","No","ALQ",206,914,1120,0,0,1120,0,0,1,0,3,1,"TA",6,"Typ",0,"None","None","None",0,"None","None",0,30,0,0,0,0,0,12,2007,"New","Partial",147000,11.8981878657609,11.8981878657609
"615","Other","RM",21,1491,"None","Reg","Inside","Other","Norm","SFoyer",4,6,1972,"Gable","CemntBd","None",0,"Gd","Av","LwQ",150,0,630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,"None","None","None",0,"None","None",96,24,0,0,0,0,0,5,2010,"WD","Normal",75500,11.2318879352371,11.2318879352371
"616","Other","RL",80,8800,"None","Reg","Inside","NAmes","Feedr","SFoyer",6,7,1963,"Gable","MetalSd","BrkFace",156,"TA","Gd","GLQ",763,173,1054,0,0,1054,1,0,1,0,3,1,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA",120,0,0,0,0,0,0,5,2010,"WD","Abnorml",137500,11.8313791960888,11.8313791960888
"617","60","RL",70.0499583680267,7861,"None","IR1","Inside","Gilbert","Norm","2Story",6,5,2002,"Gable","VinylSd","None",0,"Gd","No","GLQ",457,326,807,702,0,1509,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA",100,75,0,0,0,0,0,6,2006,"WD","Normal",183200,12.1183337312222,12.1183337312222
"618","Other","RL",59,7227,"None","Reg","Corner","NAmes","Artery","Other",6,6,1954,"Gable","MetalSd","None",0,"TA","No","Unf",0,832,832,0,0,832,0,0,1,0,2,1,"Gd",4,"Typ",0,"None","Detchd","Unf",2,"TA","TA",0,0,0,0,0,0,0,6,2008,"WD","Normal",105500,11.5664662318983,11.5664662318983
"619","20","RL",90,11694,"None","Reg","Inside","NridgHt","Norm","1Story",9,5,2007,"Hip","CemntBd","BrkFace",452,"Ex","Av","GLQ",48,1774,1828,0,0,1828,0,0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd","Unf",3,"TA","TA",0,108,0,0,260,0,0,7,2007,"New","Partial",314813,12.6597340907337,12.6597340907337
"620","60","RL",85,12244,"None","Reg","Inside","Timber","Norm","2Story",8,5,2003,"Hip","VinylSd","Stone",226,"Gd","Gd","GLQ",871,611,1482,780,0,2262,1,0,2,1,4,1,"Gd",10,"Typ",2,"Gd","Attchd","Fin",3,"TA","TA",168,0,0,0,0,0,0,8,2008,"WD","Normal",305000,12.6280670555895,12.6280670555895
"621","30","RL",45,8248,"Grvl","Reg","Inside","Edwards","Norm","1Story",3,3,1914,"Gable","Other","None",0,"TA","No","BLQ",41,823,864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,"None","None","None",0,"None","None",0,0,100,0,0,0,0,9,2008,"WD","Normal",67000,11.1124478983731,11.1124478983731
"622","60","RL",90,10800,"None","Reg","Inside","NWAmes","Norm","2Story",6,7,1974,"Gable","HdBoard","None",0,"TA","No","ALQ",956,384,1548,1066,0,2614,0,0,2,1,4,1,"TA",9,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",38,243,0,0,0,0,0,6,2008,"WD","Normal",240000,12.3883942023241,12.3883942023241
"623","20","RL",71,7064,"None","Reg","Inside","Sawyer","Norm","1Story",5,6,1977,"Gable","Plywood","BrkFace",153,"TA","No","BLQ",560,420,980,0,0,980,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA",192,0,0,0,0,0,0,7,2009,"WD","Normal",135000,11.8130300574206,11.8130300574206
"624","160","Other",70.0499583680267,2117,"None","Reg","Inside","Somerst","Norm","2Story",6,5,2000,"Gable","MetalSd","BrkFace",513,"Gd","No","GLQ",420,336,756,756,0,1512,0,0,2,1,2,1,"Gd",4,"Typ",1,"TA","Detchd","Unf",2,"TA","TA",0,32,0,0,0,0,0,6,2007,"WD","Normal",168500,12.0346910287746,12.0346910287746
"625","60","RL",80,10400,"None","Reg","Inside","NWAmes","Norm","2Story",6,5,1972,"Gable","VinylSd","None",288,"TA","No","Rec",247,485,1012,778,0,1790,1,0,1,2,4,1,"TA",8,"Min2",1,"TA","Attchd","RFn",2,"TA","TA",148,0,0,0,147,0,0,11,2006,"WD","Normal",165150,12.0146094308189,12.0146094308189
"626","20","RL",87,10000,"None","IR1","Corner","NAmes","Norm","1Story",6,6,1962,"Hip","Wd Sdng","BrkFace",261,"TA","No","Unf",0,1116,1116,0,0,1116,0,0,1,1,3,1,"TA",5,"Typ",0,"None","Attchd","Unf",2,"TA","TA",0,0,0,0,385,0,0,2,2010,"WD","Normal",160000,11.982929094216,11.982929094216
"627","20","RL",70.0499583680267,12342,"None","IR1","Inside","NAmes","Norm","1Story",5,5,1960,"Hip","Wd Sdng","None",0,"TA","No","Unf",0,978,1422,0,0,1422,0,0,1,0,3,1,"TA",6,"Min1",1,"TA","Attchd","RFn",1,"TA","TA",0,0,36,0,0,0,600,8,2007,"WD","Normal",139900,11.8486831606536,11.8486831606536
"628","80","RL",80,9600,"None","Reg","Inside","NAmes","Norm","SLvl",6,6,1955,"Gable","Other","BrkFace",164,"TA","Av","BLQ",674,350,1520,0,0,1520,1,0,1,0,3,1,"TA",7,"Typ",2,"Gd","Other","RFn",1,"TA","TA",0,0,189,0,0,0,0,3,2010,"WD","Normal",153000,11.9381932003746,11.9381932003746
"629","60","RL",70,11606,"None","IR1","Inside","NAmes","Norm","2Story",5,5,1969,"Gable","Plywood","BrkFace",192,"Gd","Av","Rec",650,390,1040,1040,0,2080,0,1,1,2,5,1,"Other",9,"Typ",2,"TA","Attchd","Unf",2,"TA","TA",335,0,0,0,0,0,0,9,2007,"WD","Other",135000,11.8130300574206,11.8130300574206
"630","80","RL",82,9020,"None","Reg","Corner","NAmes","Feedr","SLvl",6,5,1964,"Gable","Plywood","BrkFace",259,"TA","Gd","GLQ",624,288,1350,0,0,1350,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA",176,0,0,0,0,0,0,6,2008,"WD","Normal",168500,12.0346910287746,12.0346910287746
"631","70","RM",50,9000,"Grvl","Reg","Corner","OldTown","Artery","2Story",5,6,1880,"Gable","VinylSd","None",0,"Fa","No","Unf",0,636,1089,661,0,1750,0,0,1,0,3,1,"Other",8,"Typ",0,"None","Detchd","Unf",1,"Other","Po",0,0,293,0,0,0,0,6,2006,"WD","Abnorml",124000,11.7280368445872,11.7280368445872
"632","120","RL",34,4590,"None","Reg","Inside","NridgHt","Norm","1Story",8,5,2006,"Gable","VinylSd","Stone",108,"Gd","Mn","GLQ",24,1530,1554,0,0,1554,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA",156,73,0,0,0,0,0,8,2007,"WD","Normal",209500,12.2524790183443,12.2524790183443
"633","20","RL",85,11900,"None","Reg","Inside","NWAmes","Norm","1Story",7,5,1977,"Hip","Plywood","BrkFace",209,"TA","No","ALQ",822,564,1411,0,0,1411,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",192,0,0,0,0,0,0,4,2009,"WD","Other",82500,11.3205535723228,11.3205535723228
"634","20","RL",80,9250,"None","Reg","Corner","NAmes","Norm","1Story",5,7,1954,"Gable","Wd Sdng","None",0,"TA","No","BLQ",480,108,1056,0,0,1056,0,1,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","Unf",1,"TA","TA",390,0,0,0,0,0,0,7,2007,"WD","Normal",139400,11.8451027773086,11.8451027773086
"635","90","RL",64,6979,"None","Reg","Inside","OldTown","Norm","SFoyer",6,5,1980,"Gable","Plywood","None",0,"TA","No","GLQ",1056,0,1056,0,0,1056,2,0,0,0,0,2,"TA",4,"Typ",0,"None","Detchd","Unf",2,"TA","TA",264,56,0,0,0,0,600,6,2010,"WD","Normal",144000,11.8775685785581,11.8775685785581
"636","190","Other",60,10896,"Pave","Reg","Inside","Other","Feedr","Other",6,7,1914,"Hip","VinylSd","None",0,"TA","No","LwQ",256,1184,1440,1440,515,3395,0,0,2,0,8,2,"Other",14,"Typ",0,"None","None","None",0,"None","None",0,110,0,0,0,0,0,3,2007,"WD","Abnorml",200000,12.2060726455302,12.2060726455302
"637","30","RM",51,6120,"None","Reg","Inside","BrkSide","Norm","1Story",2,3,1936,"Gable","Other","None",0,"TA","No","Unf",0,264,800,0,0,800,0,0,1,0,1,1,"Other",4,"Other",1,"Other","None","None",0,"None","None",0,0,0,0,0,0,0,1,2009,"Other","Normal",60000,11.0020998412042,11.0020998412042
"638","190","RM",50,6000,"None","Reg","Inside","OldTown","Norm","1.5Fin",5,4,1954,"Gable","Wd Sdng","None",0,"TA","No","Unf",0,811,811,576,0,1387,0,0,2,0,3,2,"Gd",7,"Typ",0,"None","BuiltIn","Unf",1,"TA","TA",0,0,0,0,0,0,0,11,2009,"WD","Normal",93000,11.4403547721354,11.4403547721354
"639","30","RL",67,8777,"None","Reg","Inside","Edwards","Feedr","1Story",5,7,1910,"Gable","MetalSd","None",0,"Fa","No","Unf",0,796,796,0,0,796,0,0,1,0,2,1,"TA",4,"Typ",0,"None","None","None",0,"None","None",328,0,164,0,0,0,0,5,2008,"WD","Normal",85000,11.3504065354725,11.3504065354725
"640","120","RL",53,3982,"None","Reg","Inside","Other","Norm","1Story",8,5,2006,"Hip","VinylSd","None",0,"Gd","Av","GLQ",1154,366,1567,0,0,1567,1,0,2,0,1,1,"Other",7,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA",312,0,0,0,0,0,0,10,2006,"New","Partial",264561,12.4858271275094,12.4858271275094
"641","120","RL",62,12677,"None","IR1","Inside","NridgHt","Norm","1Story",8,5,2003,"Hip","MetalSd","BrkFace",472,"Ex","Gd","GLQ",1218,300,1518,0,0,1518,0,0,1,1,1,1,"Other",6,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA",185,140,0,0,0,0,0,4,2008,"WD","Normal",274000,12.5208833853702,12.5208833853702
"642","60","Other",70.0499583680267,7050,"None","Reg","Inside","Somerst","Norm","2Story",7,5,2001,"Gable","VinylSd","None",0,"Gd","No","GLQ",738,319,1057,872,0,1929,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",0,235,0,0,0,0,0,5,2007,"WD","Normal",226000,12.3282902782544,12.3282902782544
"643","80","RL",75,13860,"None","Reg","Inside","NAmes","Norm","SLvl",8,7,1972,"Gable","Plywood","None",0,"Gd","Gd","GLQ",1410,542,2000,704,0,2704,1,0,2,1,4,1,"Other",9,"Typ",3,"TA","Attchd","Fin",2,"TA","TA",269,111,0,0,0,0,0,7,2009,"WD","Normal",345000,12.7512996960135,12.7512996960135
"644","60","RL",80,10793,"None","Reg","Inside","NWAmes","RRAn","2Story",5,5,1969,"Other","Other","BrkFace",263,"TA","No","Rec",493,0,780,840,0,1620,0,0,2,1,4,1,"TA",7,"Min1",0,"None","Attchd","Fin",2,"TA","TA",208,0,0,0,0,0,0,4,2007,"WD","Normal",152000,11.9316357998284,11.9316357998284
"645","20","Other",85,9187,"None","Reg","Inside","Somerst","Norm","1Story",9,5,2009,"Gable","CemntBd","Stone",162,"Ex","Mn","GLQ",1121,645,1766,0,0,1766,1,0,2,1,2,1,"Other",7,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA",195,130,0,0,0,0,0,10,2009,"New","Partial",370878,12.8236284465392,12.8236284465392
"646","20","RL",70.0499583680267,10530,"None","IR1","Corner","NAmes","Norm","1Story",6,5,1971,"Hip","Plywood","None",0,"TA","No","ALQ",282,664,981,0,0,981,1,0,1,1,3,1,"TA",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA",0,312,40,0,0,0,0,3,2007,"WD","Normal",143250,11.872346634577,11.872346634577
"647","20","RL",60,7200,"None","Reg","Inside","NAmes","Norm","1Story",5,5,1950,"Hip","MetalSd","None",0,"None","None","None",0,0,1048,0,0,1048,0,0,1,0,3,1,"TA",7,"Min1",0,"None","Detchd","Unf",2,"TA","TA",0,27,0,0,0,0,0,7,2008,"WD","Normal",98300,11.4957793061353,11.4957793061353
"648","20","RL",85,10452,"None","IR1","Inside","Edwards","Norm","1Story",6,5,1953,"Hip","Wd Sdng","Stone",216,"TA","Mn","Rec",500,594,1094,0,0,1094,0,0,1,0,3,1,"TA",5,"Typ",2,"Gd","Attchd","RFn",2,"TA","TA",0,0,0,0,287,0,0,6,2008,"WD","Normal",155000,11.9511803959014,11.9511803959014
"649","60","RL",70,7700,"None","Reg","Inside","NAmes","PosN","2Story",6,5,1966,"Gable","MetalSd","BrkFace",351,"TA","No","Unf",0,756,1051,788,0,1839,0,0,1,1,4,1,"TA",7,"Typ",1,"TA","Attchd","Unf",2,"TA","TA",0,124,216,0,0,0,0,6,2010,"WD","Normal",155000,11.9511803959014,11.9511803959014
"650","Other","RM",21,1936,"None","Reg","Inside","Other","Norm","SFoyer",4,6,1970,"Gable","CemntBd","None",0,"Gd","Av","BLQ",131,0,630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,"None","None","None",0,"None","None",0,0,0,0,0,0,0,12,2007,"WD","Normal",84500,11.3445068133453,11.3445068133453
"651","60","Other",65,8125,"None","Reg","Inside","Somerst","Norm","2Story",7,6,2007,"Gable","CemntBd","None",0,"Gd","No","Unf",0,813,822,843,0,1665,0,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA",0,0,0,0,0,0,0,5,2008,"WD","Normal",205950,12.2353886998642,12.2353886998642
"652","70","RL",60,9084,"None","Reg","Inside","Edwards","Artery","2Story",4,5,1940,"Gable","MetalSd","None",0,"TA","Mn","Unf",0,755,755,755,0,1510,1,0,1,0,4,1,"TA",7,"Typ",1,"Gd","Detchd","Unf",1,"Other","Po",120,0,0,0,0,0,0,10,2009,"WD","Normal",108000,11.5898865061064,11.5898865061064
"653","60","RL",70,8750,"None","Reg","Inside","CollgCr","Norm","2Story",7,5,1996,"Gable","VinylSd","None",0,"Gd","No","Unf",0,880,909,807,0,1716,0,0,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",0,120,0,0,0,0,0,7,2009,"WD","Normal",191000,12.1600287070288,12.1600287070288
"654","50","RM",60,10320,"Grvl","Reg","Inside","IDOTRR","Norm","1.5Fin",6,7,1906,"Gable","MetalSd","None",0,"TA","No","Unf",0,756,756,713,0,1469,0,0,1,0,3,1,"TA",7,"Typ",0,"None","Detchd","Unf",1,"TA","TA",57,0,239,0,0,0,0,6,2008,"WD","Normal",135000,11.8130300574206,11.8130300574206
"655","20","RL",91,10437,"None","IR1","Inside","NoRidge","Norm","1Story",8,6,1995,"Hip","MetalSd","BrkFace",660,"Gd","Gd","GLQ",1696,413,2113,0,0,2113,1,0,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",3,"TA","TA",236,46,0,0,0,0,0,8,2008,"WD","Normal",350000,12.7656884334656,12.7656884334656
"656","160","RM",21,1680,"None","Reg","Inside","Other","Norm","2Story",6,5,1971,"Gable","HdBoard","BrkFace",381,"TA","No","Unf",0,525,525,567,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,3,2010,"WD","Other",88000,11.3850920934603,11.3850920934603
"657","20","RL",72,10007,"None","IR1","Inside","NAmes","Norm","1Story",5,7,1959,"Gable","HdBoard","BrkFace",54,"TA","No","ALQ",806,247,1053,0,0,1053,1,0,1,1,3,1,"Gd",5,"Typ",0,"None","Attchd","RFn",1,"TA","TA",0,0,0,0,0,0,0,8,2008,"WD","Normal",145500,11.8879313655937,11.8879313655937
"658","70","RL",60,7200,"None","Reg","Inside","Crawfor","Norm","2Story",7,6,1931,"Gable","Other","None",0,"Gd","No","Unf",0,776,851,651,0,1502,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd","RFn",1,"TA","TA",0,0,112,0,0,0,0,2,2008,"WD","Normal",149000,11.9117015849276,11.9117015849276
"659","50","RL",78,17503,"None","Reg","Inside","NAmes","Artery","1.5Fin",6,5,1948,"Gable","VinylSd","None",0,"TA","No","Unf",0,912,912,546,0,1458,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","Unf",1,"TA","TA",192,0,0,0,0,0,0,1,2010,"WD","Abnorml",97500,11.4876076569859,11.4876076569859
"660","20","RL",75,9937,"None","Reg","Corner","Edwards","Norm","1Story",5,7,1964,"Hip","MetalSd","None",0,"TA","No","BLQ",637,849,1486,0,0,1486,1,0,1,0,3,1,"TA",7,"Typ",0,"None","Detchd","Fin",2,"TA","TA",0,0,0,0,0,0,0,3,2009,"WD","Normal",167000,12.0257490913989,12.0257490913989
"661","60","RL",70.0499583680267,12384,"None","Reg","CulDSac","NWAmes","Norm","2Story",7,7,1976,"Gable","Plywood","BrkFace",233,"Gd","No","Unf",0,793,1142,793,0,1935,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",0,113,252,0,0,0,0,11,2007,"WD","Normal",197900,12.1955171315907,12.1955171315907
"662","60","RL",52,46589,"None","IR2","CulDSac","NoRidge","Norm","2Story",8,7,1994,"Hip","VinylSd","BrkFace",528,"Gd","No","GLQ",1361,88,1686,762,0,2448,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",3,"TA","TA",517,76,0,0,0,0,0,7,2009,"WD","Normal",402000,12.9042073676012,12.9042073676012
"663","20","RL",120,13560,"None","Reg","Corner","NAmes","Norm","1Story",6,3,1968,"Hip","Wd Sdng","BrkFace",216,"Fa","No","Unf",0,1392,1392,0,0,1392,1,0,1,0,2,1,"TA",5,"Other",2,"TA","Attchd","RFn",2,"TA","TA",0,0,240,0,0,0,0,7,2009,"WD","Normal",110000,11.6082356447746,11.6082356447746
"664","Other","RL",90,10012,"None","Reg","Inside","Edwards","Norm","SFoyer",4,5,1972,"Gable","Plywood","None",0,"Gd","Av","BLQ",920,38,1181,0,0,1181,1,0,2,0,3,1,"TA",6,"Typ",0,"None","Detchd","RFn",2,"TA","TA",0,0,180,0,0,0,0,4,2008,"WD","Normal",137500,11.8313791960888,11.8313791960888
"665","20","RL",49,20896,"None","IR2","CulDSac","Somerst","RRAn","1Story",8,5,2005,"Gable","VinylSd","None",0,"Ex","Mn","GLQ",1721,356,2097,0,0,2097,1,0,1,1,1,1,"Other",8,"Typ",1,"Other","Attchd","Fin",3,"TA","TA",192,267,0,0,0,0,0,1,2006,"New","Partial",423000,12.9551274580284,12.9551274580284
"666","60","RL",106,11194,"None","IR1","Corner","Gilbert","Norm","2Story",8,5,2000,"Gable","VinylSd","BrkFace",40,"Gd","No","Unf",0,1406,1454,482,0,1936,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",188,124,0,0,0,0,0,11,2006,"WD","Normal",230500,12.3480061414188,12.3480061414188
"667","60","RL",70.0499583680267,18450,"None","IR1","Inside","NAmes","Norm","2Story",6,5,1965,"Other","Plywood","Other",113,"Gd","No","LwQ",187,111,1465,915,0,2380,0,0,2,1,3,1,"TA",7,"Other",1,"Other","Other","Unf",2,"TA","TA",0,265,0,0,0,0,0,8,2007,"WD","Abnorml",129000,11.7675676833438,11.7675676833438
"668","20","RL",65,8125,"None","Reg","Inside","SawyerW","Norm","1Story",6,5,1994,"Gable","HdBoard","BrkFace",258,"Gd","No","GLQ",1138,270,1679,0,0,1679,1,0,2,0,3,1,"Gd",7,"Typ",1,"Fa","Attchd","RFn",2,"TA","TA",224,42,0,0,0,0,0,10,2008,"WD","Normal",193500,12.173032791452,12.173032791452
"669","20","RL",70.0499583680267,14175,"None","Reg","Corner","Sawyer","Norm","1Story",5,6,1956,"Gable","CemntBd","None",0,"TA","No","Rec",988,200,1437,0,0,1437,1,0,1,1,3,1,"TA",6,"Min2",1,"TA","Detchd","Unf",2,"TA","TA",304,0,0,0,0,0,0,11,2006,"WD","Normal",168000,12.0317192583854,12.0317192583854
"670","30","RL",80,11600,"None","Reg","Inside","Crawfor","Norm","1Story",4,5,1922,"Gable","MetalSd","None",0,"Fa","No","Unf",0,700,1180,0,0,1180,0,0,1,0,2,1,"Other",5,"Typ",1,"Gd","Detchd","Unf",1,"TA","Fa",0,0,67,0,0,0,0,7,2006,"WD","Normal",137500,11.8313791960888,11.8313791960888
"671","60","RL",64,8633,"None","Reg","FR2","CollgCr","Norm","2Story",6,5,2005,"Gable","VinylSd","None",0,"Gd","No","GLQ",193,545,738,738,0,1476,1,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","Fin",2,"TA","TA",100,35,0,0,0,0,0,2,2009,"WD","Normal",173500,12.0639328783691,12.0639328783691
"672","70","Other",54,6629,"None","Reg","Inside","Edwards","Artery","2Story",6,6,1925,"Other","Wd Sdng","None",0,"TA","No","BLQ",551,121,697,672,0,1369,1,0,2,0,3,1,"TA",6,"Typ",0,"None","Detchd","Unf",1,"TA","TA",147,0,0,0,0,0,0,7,2009,"WD","Normal",103600,11.5482926088075,11.5482926088075
