"","X","ParcelId","Address","SalePrice","SaleDate","SaleCondition","AssessedValue","ParcelType","YearBuilt","GrLivArea","BsmtFinSF1","LotArea","Bedrooms","CentralAir","Fireplaces","Occupancy","Style","Neighborhood","InstrumentNo","Error.YearBuilt","Error.LotArea","Error.GrLivArea","Error.Neighborhood","Error.Score"
"779",6774,531477040,1505 NORTH DAKOTA AVE,144000,10/1/2007 0:00,Normal,136600,Dwg&Lot,1977,2020,0,8400,4,Yes,2,Duplex,One story,SawyerW,711734,-1.57615647023158,-0.548371531086075,-1.8616589722324,0.169520157082113,-3.81666681646794
"780",7292,914476050,702 CRYSTAL ST,135000,5/1/2006 0:00,Normal,140800,Dwg&Lot,1977,1004,975,10530,2,Yes,0,Duplex,Split foyer,Mitchel,605217,-1.57615647023158,-0.6187243954845,-1.00969581872595,0.179445972994858,-3.02513071144717
"781",8862,527162090,3809 EISENHOWER AVE,185000,7/1/2013 0:00,Normal,200800,Dwg&Lot,1995,1253,650,7875,3,Yes,1,Single-family detached (includes detached townhouses),One story,Gilbert,201309593,-0.989320942301613,-0.544324807725192,-1.0960402552219,0.169705196858899,-2.45998080838981
"782",8384,531450040,1309 KENTUCKY AVE,210000,2/1/2016 0:00,Normal,190000,Dwg&Lot,1992,1604,436,7153,3,Yes,0,Single-family detached (includes detached townhouses),Two story,SawyerW,201601472,-1.06449911005956,-0.544066355775261,-1.43287840570922,0.169520157082113,-2.87192371446192
"783",11717,907194110,5344 CLEMENS BLVD,187100,6/1/2009 0:00,Normal,194000,Dwg&Lot,2001,1430,0,16285,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,907972,-0.920571999504426,-1.14330079709207,-1.26174029792978,0.207655062197157,-3.11795803232912
"784",7365,923275040,521 ELY CIR,165500,7/1/2009 0:00,Normal,179300,Dwg&Lot,1978,1110,1097,9101,1,Yes,1,Single-family detached (includes detached townhouses),Split foyer,Mitchel,908759,-1.54670025572945,-0.561053551827822,-1.01984691901044,0.179445972994858,-2.94815475357285
"785",455,902328040,719 KELLOGG AVE,128000,6/1/2008 0:00,Normal,136100,Dwg&Lot,1914,1484,0,6300,3,Yes,1,Single-family detached (includes detached townhouses),Two and one-half story:  3rd level unfinished,OldTown,807049,-2.38323607340379,-0.549465689873121,-1.31611481477937,0.246117602940319,-4.00269897511596
"786",5431,534252240,2116 NORTHWESTERN AVE,161500,9/1/2009 0:00,Normal,171500,Dwg&Lot,1967,1342,881,9790,3,Yes,1,Single-family detached (includes detached townhouses),One story,NWAmes,911382,-1.79543580675333,-0.583152020614005,-1.17366718511771,0.211509979623512,-3.34074503286153
"787",449,902327040,815 DUFF AVE,175000,5/1/2015 0:00,Normal,144400,Dwg&Lot,1915,1652,686,10800,4,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,OldTown,201504866,-2.36064595073656,-0.634540958391669,-1.48434575622186,0.246117602940319,-4.23341506240977
"788",13633,531367050,5505 MARYLAND ST,233000,1/1/2010 0:00,Normal,237500,Dwg&Lot,2004,2084,656,10142,4,Yes,0,Single-family detached (includes detached townhouses),Two story,SawyerW,1000833,-0.938313875774836,-0.598490809228823,-1.9311147621324,0.169520157082113,-3.29839929005394
"789",3128,902205140,1130 STAFFORD AVE,107900,8/1/2008 0:00,Normal,111000,Dwg&Lot,1954,901,0,6000,2,Yes,0,Single-family detached (includes detached townhouses),One story,OldTown,809697,-1.93356965042571,-0.551964402307251,-1.04467889169445,0.246117602940319,-3.28409534148709
"790",5701,906475110,215 PARKRIDGE CIR,187500,7/1/2007 0:00,Normal,232300,Dwg&Lot,1966,2087,568,12205,5,Yes,0,Single-family detached (includes detached townhouses),Two story,ClearCr,708988,-1.80782268256405,-0.737169178888865,-1.93442899765213,1,-3.47942085910504
"791",14465,528228460,4108 BRICKMAN AVE,167500,4/1/2013 0:00,Normal,176800,Dwg&Lot,2005,1145,16,3182,2,Yes,1,Townhouse:  end unit,One story,Blmngtn,201304708,-0.955077842897414,-0.591475764179868,-1.03388439295222,1,-1.5804380000295
"792",7342,923229010,3401 SOUTHDALE DR,146800,5/1/2007 0:00,Normal,155400,Dwg&Lot,1976,1062,773,11333,3,Yes,2,Single-family detached (includes detached townhouses),Split level,Mitchel,705979,-1.60646357736582,-0.670142618013014,-1.0090459478179,0.179445972994858,-3.10620617020188
"793",8926,528354060,3211 TUPELO CIR,269790,6/1/2007 0:00,Normal,282100,Dwg&Lot,1996,2013,862,9920,3,Yes,1,Single-family detached (includes detached townhouses),Two story,NoRidge,706137,-0.969387204837409,-0.588536204823622,-1.85418931561474,0.157473634560831,-3.25463909071494
"794",15584,528439050,2601 YORKSHIRE ST,225000,6/1/2007 0:00,Partial,246600,Dwg&Lot,2007,1487,985,9158,3,Yes,1,Single-family detached (includes detached townhouses),One story,Somerst,201611010,-0.998847725697867,-0.562550030846695,-1.30348355267974,0.154682497497796,-2.7101988117265
"795",8873,527164120,3832 BROOKDALE AVE,218900,5/1/2014 0:00,Normal,243800,Dwg&Lot,1994,1895,474,10832,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,201404253,-1.01185072368496,-0.636550802615715,-1.7314456378304,0.169705196858899,-3.21014196727218
"796",7367,923276230,603 DULUTH ST 605,71000,1/1/1986 0:00,Normal,141600,Dwg&Lot,1979,1576,0,8933,4,Yes,0,Duplex,One story,Mitchel,804940,-1.42444441954996,-0.490166237868688,-1.36354922119719,0.169520157082113,-3.10863972153373
"797",6965,905107140,911 MESA VERDE PL,149500,2/1/2015 0:00,Normal,151300,Dwg&Lot,1977,1285,0,8197,3,Yes,1,Single-family detached (includes detached townhouses),One story,Sawyer,201501451,-1.57615647023158,-0.546340839469025,-1.12148206247514,0.184833613260601,-3.05914575891515
"798",3010,535305160,1620 CLARK AVE,121000,12/1/2011 0:00,Abnorml,119300,Dwg&Lot,1953,773,496,7677,2,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201113343,-1.94877183141594,-0.543753465969744,-1.14448179974456,0.366437186804748,-3.27056991032549
"799",15752,528104070,3009 SEDWICK ST,485000,7/1/2009 0:00,Partial,546000,Dwg&Lot,2008,3140,1304,13518,4,Yes,3,Single-family detached (includes detached townhouses),Two story,NridgHt,201013169,-1.02361718901722,-0.854917316813943,-3.33001220148273,0.142593315048047,-5.06595339226585
"800",1947,909252010,2238 KNAPP ST,203000,5/1/2016 0:00,Normal,191400,Dwg&Lot,1937,1768,569,7200,3,Yes,2,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,S&W ISU,201604310,-2.11859686546775,-0.54387394669489,-1.60210548709296,1,-3.2645762992556
"801",9947,906476030,317 NORTH DAKOTA AVE,219000,10/1/2014 0:00,Normal,205700,Dwg&Lot,1997,1688,462,12798,4,Yes,0,Single-family detached (includes detached townhouses),Two story,ClearCr,201409599,-0.951837162075132,-0.788311794043103,-1.52074065626361,1,-2.26088961238184
"802",608,903458060,123 N MAPLE AVE,109900,7/1/2007 0:00,Normal,125200,Dwg&Lot,1916,1196,197,4800,2,Yes,0,Single-family detached (includes detached townhouses),One story,IDOTRR,201602421,-2.3405242563013,-0.565566319070187,-1.06029205522965,0.155484591703785,-3.81089803889735
"803",14625,907420080,1002 POE AVE,205000,12/1/2015 0:00,Normal,187300,Dwg&Lot,2005,1456,648,8199,3,Yes,0,Single-family detached (includes detached townhouses),Two story,CollgCr,201511854,-0.955077842897414,-0.546358803609406,-1.28789637974139,0.207655062197157,-2.58167796405105
"804",15763,528110090,3305 STOCKBURY ST,582933,1/1/2009 0:00,Partial,564900,Dwg&Lot,2008,2822,1298,13891,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NridgHt,900907,-1.02361718901722,-0.891100812586809,-2.86062667704455,0.142593315048047,-4.63275136360053
"805",2913,535150240,517 20TH ST,118000,6/1/2006 0:00,Family,127400,Dwg&Lot,1954,1128,812,9000,2,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201211891,-1.93356965042571,-0.558606577908347,-1.02649188013426,0.366437186804748,-3.15223092166356
"806",15861,528431080,3206 CULLEN DR,227680,7/1/2008 0:00,Partial,215300,Dwg&Lot,2008,1428,0,12274,3,Yes,0,Single-family detached (includes detached townhouses),One story,Somerst,808121,-1.02361718901722,-0.74289937746685,-1.25972184231061,0.154682497497796,-2.87155591129689
"807",5350,534201130,2507 TYLER AVE,152000,4/1/2012 0:00,Normal,165000,Dwg&Lot,1967,980,780,9750,3,Yes,0,Single-family detached (includes detached townhouses),Split level,NAmes,201204145,-1.79543580675333,-0.581561377067917,-1.0142053259762,0.366437186804748,-3.0247653229927
"808",1037,903200080,1239 ORCHARD DR,223500,5/1/2009 0:00,Normal,262500,Dwg&Lot,1923,1576,1309,21384,3,Yes,1,Single-family detached (includes detached townhouses),Two story,BrkSide,905545,-2.22514180830898,-1.74966079385638,-1.40868419840935,0.162349867976044,-5.22113693259867
"809",5526,535402070,1909 MAXWELL AVE,159950,6/1/2006 0:00,Normal,174100,Dwg&Lot,1966,1086,0,13400,3,Yes,1,Single-family detached (includes detached townhouses),Split level,NAmes,606845,-1.80782268256405,-0.843717263442364,-1.01334846571517,0.366437186804748,-3.29845122491683
"810",122,902325070,803 KELLOGG AVE,192000,8/1/2015 0:00,Normal,130000,Dwg&Lot,1898,2138,0,8100,2,No,0,Single-family detached (includes detached townhouses),Two and one-half story:  3rd level unfinished,OldTown,201507848,-2.80905274141619,-0.54553247994996,-1.99145843282421,0.246117602940319,-5.09992605125004
"811",5921,527377030,1509 JACKSON DR,181000,1/1/2006 0:00,Normal,191600,Dwg&Lot,1974,1309,1040,10140,3,Yes,1,Single-family detached (includes detached townhouses),One story,NWAmes,601022,-1.66686111197402,-0.598395848920539,-1.14275869593717,0.211509979623512,-3.19650567720822
"812",13737,907425020,4708 TWAIN ST,137144,7/1/2004 0:00,Partial,149900,Dwg&Lot,2004,848,662,4438,1,Yes,1,Townhouse:  end unit,One story,CollgCr,410275,-0.938313875774836,-0.570183252620245,-1.07900043439574,0.207655062197157,-2.37984250059366
"813",2918,535151050,2123 JENSEN AVE,108000,9/1/2001 0:00,Normal,126400,Dwg&Lot,1951,1060,760,8760,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,113061,-1.90777032377897,-0.547614794137883,-0.972980983684428,0.155484591703785,-3.2728815098975
"814",3703,535154080,327 22ND ST,157900,4/1/2007 0:00,Normal,176400,Dwg&Lot,1958,1442,608,9750,4,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,703953,-1.88441230174866,-0.581561377067917,-1.27386125213305,0.366437186804748,-3.37339774414488
"815",696,909101050,2912 WOOD ST,126000,1/1/2015 0:00,Normal,117400,Dwg&Lot,1918,1250,0,8248,3,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,Edwards,201500101,-2.30133514002349,-0.546805639386002,-1.09369787188663,-4.667171707192,-8.60901035848811
"816",10023,907290040,621 SHELLEY AVE,224900,5/1/2010 0:00,Normal,250900,Dwg&Lot,1998,1661,884,12137,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,1005108,-0.937454750906048,-0.731580050001586,-1.49346974379303,0.207655062197157,-2.95484948250351
"817",2819,534430110,1605 ROOSEVELT AVE,137000,7/1/2006 0:00,Normal,153000,Dwg&Lot,1954,1008,486,11425,2,Yes,1,Single-family detached (includes detached townhouses),One story,NAmes,609360,-1.93356965042571,-0.676732252035862,-1.00919721105252,0.366437186804748,-3.25306192670934
"818",12806,914465060,305 TOPAZ CT,271000,7/1/2008 0:00,Normal,287100,Dwg&Lot,2002,1689,1218,13265,3,Yes,2,Single-family detached (includes detached townhouses),One story,Mitchel,808845,-0.921615268341063,-0.831014736193579,-1.52174671310022,0.179445972994858,-3.09493074464
"819",6324,906477110,4804 WESTBEND DR,155000,6/1/2010 0:00,Normal,146600,Dwg&Lot,1971,1052,1010,8816,3,Yes,0,Single-family detached (includes detached townhouses),Split level,ClearCr,1005771,-1.73397618032478,-0.554746488237035,-1.00805987077571,1,-2.29678253933753
"820",15903,528175010,2929 ROXBORO DR,224000,6/1/2010 0:00,Partial,229000,Dwg&Lot,2009,1358,733,6371,2,Yes,1,Townhouse:  end unit,One story,NridgHt,1006080,-1.05017930201753,-0.548958381699371,-1.18908274269869,0.142593315048047,-2.64562711136754
"821",13100,907262070,805 TENNYSON AVE,200000,5/1/2013 0:00,Normal,209300,Dwg&Lot,2003,1640,560,7226,3,Yes,0,Single-family detached (includes detached townhouses),Two story,CollgCr,201306237,-0.927969431336756,-0.543828009777639,-1.47232954815413,0.207655062197157,-2.73647192707137
"822",3122,902135020,212 10TH ST 210,80000,2/1/2009 0:00,Family,99100,Dwg&Lot,1953,936,0,6000,2,No,0,Two-family conversion; originally built as one-family dwelling,One story,OldTown,201009508,-1.94877183141594,-0.551964402307251,-1.02892563385632,0.246117602940319,-3.28354426463919
"823",12833,527105140,4012 HYDE AVE,225000,10/1/2007 0:00,Family,221600,Dwg&Lot,2003,1733,135,12394,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,712637,-0.927969431336756,-0.753005530300837,-1.56608981319885,0.169705196858899,-3.07735957797755
"824",2669,909178160,609 STANTON AVE,165000,5/1/2016 0:00,Normal,166400,Dwg&Lot,1940,1489,0,9900,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,S&W ISU,201604749,-2.09274795164585,-0.58768600034359,-1.32114658522692,1,-3.00158053721636
"825",15005,528477030,2611 KINGSTON DR,232600,6/1/2006 0:00,Partial,228200,Dwg&Lot,2006,1489,0,11216,3,Yes,1,Single-family detached (includes detached townhouses),One story,Somerst,607352,-0.97546921316367,-0.661916273801203,-1.32114658522692,0.154682497497796,-2.803849574694
"826",15385,528104050,3025 SEDWICK ST,489900,8/1/2010 0:00,Normal,523000,Dwg&Lot,2007,2084,1950,14803,2,Yes,1,Single-family detached (includes detached townhouses),One story,NridgHt,201008233,-0.998847725697867,-0.983731978038495,-1.9311147621324,0.142593315048047,-3.77110115082071
"827",1085,903225050,1215 CURTISS AVE,109500,5/1/2008 0:00,Normal,121200,Dwg&Lot,1924,784,784,6130,2,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level unfinished,BrkSide,805648,-2.21372857962474,-0.550775038272291,-1.13403491614628,0.162349867976044,-3.73618866606727
"828",11636,531385020,1516 NEBRASKA AVE,189000,4/1/2009 0:00,Normal,224200,Dwg&Lot,2001,1434,1099,8529,3,Yes,1,Single-family detached (includes detached townhouses),One story,SawyerW,904751,-0.920571999504426,-0.550073540277073,-1.2657948147326,0.169520157082113,-2.56692019743198
"829",5697,906475070,234 PARKRIDGE CIR,185000,6/1/2009 0:00,Abnorml,230700,Dwg&Lot,1967,2126,1013,28698,3,Yes,0,Single-family detached (includes detached townhouses),Two story,ClearCr,201202000,-1.79543580675333,-2.71028786270499,-1.97806765569957,1,-5.48379132515789
"830",14547,533212110,2609 STANGE RD,147400,7/1/2006 0:00,Normal,156200,Dwg&Lot,2005,1223,0,2544,2,Yes,0,Townhouse:  inner unit,Two story,Somerst,608556,-0.955077842897414,-0.610942258304995,-1.07553045754274,0.154682497497796,-2.48686806124735
"831",3781,535179060,202 22ND ST,164900,5/1/2013 0:00,Normal,176400,Dwg&Lot,1957,1392,1040,11900,3,Yes,2,Single-family detached (includes detached townhouses),One story,NAmes,201306402,-1.8954324673458,-0.71254440236345,-1.22317069523147,0.366437186804748,-3.46471037813598
"832",14542,533212050,2623 STANGE RD,169900,10/1/2013 0:00,Normal,162200,Dwg&Lot,2005,1200,390,3180,2,Yes,0,Townhouse:  end unit,Two story,Somerst,201500403,-0.955077842897414,-0.591523210284125,-1.06242144639583,0.154682497497796,-2.45434000207958
"833",13098,907262050,5025 KEATS ST,269900,4/1/2016 0:00,Normal,232500,Dwg&Lot,2003,1829,483,9548,3,Yes,1,Single-family detached (includes detached townhouses),Two story,CollgCr,201603943,-0.927969431336756,-0.574193202332872,-1.66410369209372,0.207655062197157,-2.95861126356619
"834",4445,534400050,1827 COOLIDGE DR,182500,7/1/2012 0:00,Normal,199700,Dwg&Lot,1964,1532,288,10004,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201208885,-1.8304157799464,-0.592174198041843,-1.30446718796056,0.366437186804748,-3.36061997914405
"835",4622,535105030,510 26TH ST,171900,7/1/2014 0:00,Normal,150200,Dwg&Lot,1961,1144,572,7875,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201406070,-1.85796191892127,-0.544324807725192,-1.03339708433621,0.366437186804748,-3.06924662417793
"836",2500,905202090,3718 ROSS RD,138000,2/1/2013 0:00,Normal,152500,Dwg&Lot,1950,1067,442,9600,2,Yes,0,Single-family detached (includes detached townhouses),One story,Sawyer,201302078,-1.98903647350684,-0.575915962376945,-1.00978865981712,0.184833613260601,-3.38990748244031
"837",2387,902404010,120 E 7TH ST,163000,9/1/2014 0:00,Normal,167300,Dwg&Lot,1948,1559,1061,8100,2,Yes,0,Single-family detached (includes detached townhouses),One story,OldTown,201408809,-2.01676428201765,-0.54553247994996,-1.39138512269257,0.246117602940319,-3.70756428171986
"838",6024,527450100,1429 TRUMAN PL,84600,12/1/2013 0:00,Family,92300,Dwg&Lot,1973,987,241,1680,2,Yes,0,Townhouse:  inner unit,Two story,Br'Dale,201314851,-1.69193638044433,-0.651971802928713,-1.01231731652886,1,-2.3562254999019
"839",9219,907135020,5409 FROST DR,144000,6/1/2008 0:00,Normal,154700,Dwg&Lot,1995,1099,0,9525,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,201214060,-0.989320942301613,-0.573445306436458,-1.01659443328974,0.207655062197157,-2.37170561983065
"840",2654,908275130,234 S FRANKLIN AVE,130500,5/1/2008 0:00,Normal,144000,Dwg&Lot,1946,1200,400,11767,3,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,Edwards,806216,-2.04329076297205,-0.702196349734134,-1.06242144639583,-4.667171707192,-8.47508026629402
"841",1407,909131170,327 STANTON AVE,140000,3/1/2008 0:00,Normal,150800,Dwg&Lot,1925,1482,156,12155,4,No,0,Single-family detached (includes detached townhouses),Two story,S&W ISU,802765,-2.20325062819859,-0.733053089559384,-1.31410335043951,1,-3.25040706819748
"842",257,902102060,1211 BURNETT AVE,161000,6/1/2013 0:00,Normal,163600,Dwg&Lot,1904,1539,0,10440,3,Yes,1,Single-family detached (includes detached townhouses),Two story,OldTown,201308561,-2.638130780527,-0.613680680520384,-1.37140625098127,0.246117602940319,-4.37710010908834
"843",5447,534401130,1317 COOLIDGE DR,174900,5/1/2008 0:00,Normal,181900,Dwg&Lot,1966,1165,851,9020,3,Yes,0,Single-family detached (includes detached townhouses),Split level,NAmes,805317,-1.80782268256405,-0.559081522425069,-1.04394071905573,0.366437186804748,-3.0444077372401
"844",4729,535457040,411 E 13TH ST,158000,5/1/2013 0:00,Normal,144300,Dwg&Lot,1961,1800,0,8000,6,No,0,Duplex,One story,NAmes,201305254,-1.85796191892127,-0.544893439097038,-1.6346836656254,0.366437186804748,-3.67110183683896
"845",418,902300215,816 GRAND AVE,153900,6/1/2008 0:00,Normal,151600,Dwg&Lot,1915,1416,0,12665,4,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,OldTown,807422,-2.36064595073656,-0.776517119901737,-1.24757924121678,0.246117602940319,-4.13862470891475
"846",6148,532479120,1318 WISCONSIN CIR,171000,1/1/2007 0:00,Normal,193600,Dwg&Lot,1975,1701,1390,16647,3,Yes,2,Single-family detached (includes detached townhouses),Split foyer,Sawyer,700622,-1.63801325726828,-1.1838019814835,-1.53386018964328,0.184833613260601,-4.17084181513446
"847",8565,906223060,1005 FLORIDA AVE,220900,6/1/2015 0:00,Normal,222300,Dwg&Lot,1993,1775,513,9317,3,Yes,1,Single-family detached (includes detached townhouses),Two story,SawyerW,201506236,-1.03685111562503,-0.567011732589241,-1.60929946566314,0.169520157082113,-3.04364215679529
"848",6368,907227030,336 ROCKWELL AVE,133500,8/1/2009 0:00,Normal,142000,Dwg&Lot,1972,864,460,15523,3,Yes,1,Single-family detached (includes detached townhouses),One story,CollgCr,201611125,-1.71390354011998,-1.05979677609344,-1.0668861334995,0.207655062197157,-3.63293138751576
"849",654,905425040,3201 OAKLAND ST,88000,1/1/1984 0:00,Normal,399700,Dwg&Lot,1918,2363,819,42623,3,No,2,Single-family detached (includes detached townhouses),Two story,ClearCr,308314,-2.17430091454197,-4.60282287553944,-2.23473287203306,1,-8.01185666211447
"850",6864,533254100,2106 TORREY PINES RD,187000,8/1/2007 0:00,Normal,182900,Dwg&Lot,1976,1855,0,9600,3,Yes,1,Single-family detached (includes detached townhouses),Split level,Veenker,709644,-1.60646357736582,-0.575915962376945,-1.69064007498478,1,-2.87301961472755
"851",13102,907290140,4617 TWAIN ST,145250,5/1/2014 0:00,Normal,147400,Dwg&Lot,2003,848,659,4435,1,Yes,0,Townhouse:  end unit,One story,CollgCr,201403939,-0.927969431336756,-0.570223825023825,-1.07900043439574,0.207655062197157,-2.36953862855916
"852",12926,528228340,2313 WESTWIND DR,215000,5/1/2006 0:00,Normal,229300,Dwg&Lot,2003,1456,1009,3196,2,Yes,1,Townhouse:  end unit,One story,Blmngtn,605306,-0.927969431336756,-0.591146862810259,-1.28789637974139,1,-1.80701267388841
"853",2674,909254130,2227 STORM ST,164000,8/1/2007 0:00,Normal,190400,Dwg&Lot,1941,1646,364,7128,4,Yes,2,Single-family detached (includes detached townhouses),Two and one-half story:  3rd level unfinished,Crawfor,201408764,-2.08695458262949,-0.54417971628489,-1.47830794627155,0.153472234444765,-3.95597001074117
"854",4532,534403370,1902 BEL AIR CIR,158000,8/1/2009 0:00,Normal,185100,Dwg&Lot,1964,1445,564,12095,3,Yes,1,Single-family detached (includes detached townhouses),Split level,NAmes,910849,-1.8304157799464,-0.728160914375658,-1.27689502391209,0.366437186804748,-3.4690345314294
"855",3163,905200340,3521 ROSS RD,170000,7/1/2006 0:00,Abnorml,218300,Dwg&Lot,1955,1779,1391,17920,3,Yes,1,Single-family detached (includes detached townhouses),One story,Sawyer,608640,-1.91910973595306,-1.33012422157144,-1.61339029812862,0.184833613260601,-4.67779064239252
"856",4333,532378110,3804 TORONTO ST,177500,7/1/2015 0:00,Normal,157000,Dwg&Lot,1962,1040,659,6897,3,Yes,0,Single-family detached (includes detached townhouses),One story,Sawyer,201507076,-1.84949325252919,-0.545431777963036,-1.00761760771095,0.184833613260601,-3.21770902494257
"857",7109,907202160,5027 EMERSON DR,153500,12/1/2013 0:00,Normal,159100,Dwg&Lot,1978,1026,940,10970,3,Yes,0,Single-family detached (includes detached townhouses),Split level,CollgCr,201314449,-1.54670025572945,-0.645390256394888,-1.00793625349773,0.207655062197157,-2.99237170342491
"858",8870,527164090,3814 BROOKDALE AVE,221000,8/1/2016 0:00,Normal,193600,Dwg&Lot,1994,1481,602,8125,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,201608061,-1.01185072368496,-0.545724078753556,-1.3130970608451,0.169705196858899,-2.70096666642472
"859",6678,527359050,2838 MONROE DR,152000,6/1/2009 0:00,Family,169900,Dwg&Lot,1976,1370,0,10400,3,Yes,1,Single-family detached (includes detached townhouses),One story,NWAmes,907159,-1.60646357736582,-0.611500297170446,-1.20109210692173,0.211509979623512,-3.20754600183448
"860",5267,534128210,2513 PIERCE AVE,292000,9/1/2015 0:00,Normal,267400,Dwg&Lot,1968,2654,619,11029,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NWAmes,201509758,-1.7823449330963,-0.64926016498556,-2.62270634991122,0.211509979623512,-4.84280146836956
"861",754,909254090,619 ASH AVE,222000,4/1/2013 0:00,Normal,196300,Dwg&Lot,1918,1426,0,7642,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,Crawfor,201305524,-2.30133514002349,-0.543696050229777,-1.25770506218353,0.153472234444765,-3.94926401799203
"862",4855,905102060,4018 QUEBEC ST,131500,4/1/2010 0:00,Normal,149900,Dwg&Lot,1965,1039,841,11625,3,Yes,0,Single-family detached (includes detached townhouses),One story,Sawyer,201409401,-1.81905094724882,-0.691432604686594,-1.00762333380151,0.184833613260601,-3.33327327247632
"863",7525,531453010,1304 ILLINOIS AVE,205000,6/1/2016 0:00,Normal,160700,Dwg&Lot,1984,1097,650,9672,3,Yes,0,Single-family detached (includes detached townhouses),One story,SawyerW,201606025,-1.34093943647602,-0.578595195758755,-1.01602712160675,0.169520157082113,-2.76604159675941
"864",3969,535453200,1516 MAXWELL AVE,132500,7/1/2009 0:00,Normal,155200,Dwg&Lot,1959,1148,1148,7931,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,908828,-1.87445193545398,-0.544564364822108,-1.03534310805732,0.366437186804748,-3.08792222152866
"865",15587,528458030,2840 ASPEN RD,207600,11/1/2012 0:00,Normal,215900,Dwg&Lot,2007,1372,24,8640,3,Yes,0,Single-family detached (includes detached townhouses),One story,Somerst,201215335,-0.998847725697867,-0.551707872556379,-1.20311145242591,0.154682497497796,-2.59898455318236
"866",5095,527402220,3316 GARNER AVE,155000,11/1/2013 0:00,Normal,165000,Dwg&Lot,1970,1002,828,8750,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201314036,-1.75225134417023,-0.553514034747973,-1.00994648143982,0.366437186804748,-2.94927467355327
"867",15329,916386170,3010 COTTONTAIL LN,248900,11/1/2007 0:00,Partial,287600,Dwg&Lot,2006,1646,190,10656,3,Yes,1,Single-family detached (includes detached townhouses),One story,Timber,712905,-0.97546921316367,-0.625995188869929,-1.47830794627155,0.133675052949563,-2.94609729535559
"868",4297,532376040,1304 GARFIELD AVE,129000,5/1/2007 0:00,Normal,148400,Dwg&Lot,1961,1120,932,6970,3,Yes,0,Single-family detached (includes detached townhouses),One story,Sawyer,201509499,-1.85796191892127,-0.544975343144125,-1.02338225486499,0.184833613260601,-3.24148590366979
"869",2063,527226010,3906 DAWES DR,169000,5/1/2006 0:00,Normal,182800,Dwg&Lot,1948,2320,0,14762,2,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,606148,-2.01676428201765,-0.979464856367892,-2.20015663114901,0.169705196858899,-5.02668057267565
"870",8567,906223090,1006 VERMONT CT,236000,6/1/2010 0:00,Normal,257600,Dwg&Lot,1993,1949,750,9938,3,Yes,1,Single-family detached (includes detached townhouses),Two story,SawyerW,1005543,-1.03685111562503,-0.589306230302196,-1.78632949555578,0.169520157082113,-3.24296668440089
"871",4776,535477150,1402 MEADOWLANE AVE,146500,6/1/2016 0:00,Normal,116500,Dwg&Lot,1962,894,0,6600,2,No,0,Single-family detached (includes detached townhouses),One story,NAmes,201604862,-1.84949325252919,-0.547366762903605,-1.04832445714199,0.366437186804748,-3.07874728577004
"872",9995,907185060,5218 THACKERAY DR,200500,6/1/2010 0:00,Normal,210200,Dwg&Lot,1998,1682,505,8750,3,Yes,0,Single-family detached (includes detached townhouses),Two story,CollgCr,201604643,-0.937454750906048,-0.553514034747973,-1.51470392670511,0.207655062197157,-2.79801765016197
"873",3077,535451010,214 E 16TH ST,120000,11/1/2014 0:00,Normal,124800,Dwg&Lot,1953,910,0,8892,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201410425,-1.94877183141594,-0.556291202883076,-1.04014205737863,0.366437186804748,-3.17876790487289
"874",2247,535450070,1511 CARROLL AVE,138000,7/1/2013 0:00,Normal,148100,Dwg&Lot,1949,1268,375,12144,3,Yes,1,Single-family detached (includes detached townhouses),One story,NAmes,201308904,-2.0032858364629,-0.73215164860505,-1.10785212740049,0.366437186804748,-3.47685242566368
